og331;; Brand Affinity/Longhorn Steakhouse;Users who have shown high brand affinity with Longhorn Steakhouse
og333;; Brand Affinity/Macy's;Users who have shown high brand affinity with Macy's
og334;; Brand Affinity/Marriott;Users who have shown high brand affinity with Marriott
og336;; Brand Affinity/Maurices;Users who have shown high brand affinity with Maurices
og337;; Brand Affinity/Meijer;Users who have shown high brand affinity with Meijer
og338;; Brand Affinity/Michael's;Users who have shown high brand affinity with Michael's
og339;; Brand Affinity/Mint.com;Users who have shown high brand affinity with Mint.com
og340;; Brand Affinity/MLB.com;Users who have shown high brand affinity with MLB.com
og341;; Brand Affinity/ModCloth;Users who have shown high brand affinity with ModCloth
og342;; Brand Affinity/Montgomery Ward;Users who have shown high brand affinity with Montgomery Ward
og347;; Brand Affinity/Neiman Marcus;Users who have shown high brand affinity with Neiman Marcus
og345;; Brand Affinity/National Geographic;Users who have shown high brand affinity with National Geographic
og349;; Brand Affinity/New Balance;Users who have shown high brand affinity with New Balance
og350;; Brand Affinity/New York & Company;Users who have shown high brand affinity with New York & Company
og351;; Brand Affinity/Newegg;Users who have shown high brand affinity with Newegg
og354;; Brand Affinity/No More Rack;Users who have shown high brand affinity with No More Rack
og355;; Brand Affinity/Nordstrom;Users who have shown high brand affinity with Nordstrom
og356;; Brand Affinity/Office Depot;Users who have shown high brand affinity with Office Depot
og357;; Brand Affinity/Old Navy;Users who have shown high brand affinity with Old Navy
og358;; Brand Affinity/Olive Garden;Users who have shown high brand affinity with Olive Garden
og359;; Brand Affinity/OneStopPlus;Users who have shown high brand affinity with OneStopPlus
og361;; Brand Affinity/Oriental Trading Company;Users who have shown high brand affinity with Oriental Trading Company
og360;; Brand Affinity/Orbitz;Users who have shown high brand affinity with Orbitz
og362;; Brand Affinity/Outback Steakhouse;Users who have shown high brand affinity with Outback Steakhouse
og363;; Brand Affinity/Overstock;Users who have shown high brand affinity with Overstock
og364;; Brand Affinity/Papa John's;Users who have shown high brand affinity with Papa John's
og365;; Brand Affinity/Party City Store;Users who have shown high brand affinity with Party City Store
og366;; Brand Affinity/Payless Shoes;Users who have shown high brand affinity with Payless Shoes
og367;; Brand Affinity/PETCO;Users who have shown high brand affinity with PETCO
og368;; Brand Affinity/PetSmart;Users who have shown high brand affinity with PetSmart
og369;; Brand Affinity/Pizza Hut;Users who have shown high brand affinity with Pizza Hut
og370;; Brand Affinity/Pottery Barn;Users who have shown high brand affinity with Pottery Barn
og372;; Brand Affinity/Priceline;Users who have shown high brand affinity with Priceline
og373;; Brand Affinity/ProFlowers;Users who have shown high brand affinity with ProFlowers
og374;; Brand Affinity/Quality Health;Users who have shown high brand affinity with Quality Health
og375;; Brand Affinity/QVC;Users who have shown high brand affinity with QVC
og376;; Brand Affinity/RadioShack;Users who have shown high brand affinity with RadioShack
og377;; Brand Affinity/Ralph Lauren;Users who have shown high brand affinity with Ralph Lauren
og378;; Brand Affinity/Red Lobster;Users who have shown high brand affinity with Red Lobster
og379;; Brand Affinity/Redbox;Users who have shown high brand affinity with Redbox
og380;; Brand Affinity/REI;Users who have shown high brand affinity with REI
og381;; Brand Affinity/Restaurant.com;Users who have shown high brand affinity with Restaurant.com
og382;; Brand Affinity/RiteAid;Users who have shown high brand affinity with RiteAid
og383;; Brand Affinity/Safeway;Users who have shown high brand affinity with Safeway
og384;; Brand Affinity/Saks;Users who have shown high brand affinity with Saks
og385;; Brand Affinity/Sally Beauty Supply;Users who have shown high brand affinity with Sally Beauty Supply
og386;; Brand Affinity/Sam's Club;Users who have shown high brand affinity with Sam's Club
og388;; Brand Affinity/Sears;Users who have shown high brand affinity with Sears
og389;; Brand Affinity/Sephora;Users who have shown high brand affinity with Sephora
og390;; Brand Affinity/Seventh Avenue;Users who have shown high brand affinity with Seventh Avenue
og391;; Brand Affinity/ShoeDazzle;Users who have shown high brand affinity with ShoeDazzle
og392;; Brand Affinity/Shutterfly;Users who have shown high brand affinity with Shutterfly
og394;; Brand Affinity/Southwest Airlines;Users who have shown high brand affinity with Southwest Airlines
og395;; Brand Affinity/Sports Authority;Users who have shown high brand affinity with Sports Authority
og397;; Brand Affinity/Staples;Users who have shown high brand affinity with Staples
og398;; Brand Affinity/Starwood Hotels Resorts;Users who have shown high brand affinity with Starwood Hotels Resorts
og402;; Brand Affinity/Texas Roadhouse;Users who have shown high brand affinity with Texas Roadhouse
og403;; Brand Affinity/TGI Fridays;Users who have shown high brand affinity with TGI Fridays
og404;; Brand Affinity/The Children's Place;Users who have shown high brand affinity with The Children's Place
og405;; Brand Affinity/The Knot;Users who have shown high brand affinity with The Knot
og406;; Brand Affinity/The North Face;Users who have shown high brand affinity with The North Face
og407;; Brand Affinity/Toys'R'Us;Users who have shown high brand affinity with Toys'R'Us
og408;; Brand Affinity/Travelocity;Users who have shown high brand affinity with Travelocity
og409;; Brand Affinity/Travelzoo;Users who have shown high brand affinity with Travelzoo
og411;; Brand Affinity/TurboTax;Users who have shown high brand affinity with TurboTax
og412;; Brand Affinity/UGG Australia;Users who have shown high brand affinity with UGG Australia
og413;; Brand Affinity/ULTA;Users who have shown high brand affinity with ULTA
og416;; Brand Affinity/Urban Outfitters;Users who have shown high brand affinity with Urban Outfitters
og417;; Brand Affinity/Verizon Wireless;Users who have shown high brand affinity with Verizon Wireless
og418;; Brand Affinity/Victoria's Secret;Users who have shown high brand affinity with Victoria's Secret
og419;; Brand Affinity/Vistaprint;Users who have shown high brand affinity with Vistaprint
og420;; Brand Affinity/Walgreens;Users who have shown high brand affinity with Walgreens
og422;; Brand Affinity/Wayfair;Users who have shown high brand affinity with Wayfair
og423;; Brand Affinity/Weight Watchers;Users who have shown high brand affinity with Weight Watchers
og424;; Brand Affinity/Wet Seal;Users who have shown high brand affinity with Wet Seal
og426;; Brand Affinity/Zales;Users who have shown high brand affinity with Zales
og427;; Brand Affinity/Zappos;Users who have shown high brand affinity with Zappos
og428;; Brand Affinity/Zazzle;Users who have shown high brand affinity with Zazzle
og429;; Brand Affinity/zulily;Users who have shown high brand affinity with zulily
og237;; Brand Affinity/Avon;Users who have shown high brand affinity with Avon
